State,Place,Name,Year,Total Population,Total Worked from Home,Total With Public Assistance,Median Household Income,Median Rent
Pennsylvania,Pittsburgh city,"Pittsburgh city, Pennsylvania",2014,305434,5405.0,4611.0,41074,680.0
Pennsylvania,Reading city,"Reading city, Pennsylvania",2014,87809,406.0,2238.0,27646,591.0
Pennsylvania,Scranton city,"Scranton city, Pennsylvania",2014,75278,,1103.0,36120,602.0
Rhode Island,Cranston city,"Cranston city, Rhode Island",2014,81029,,1035.0,51520,802.0
Rhode Island,Pawtucket city,"Pawtucket city, Rhode Island",2014,71490,,1002.0,41149,729.0
Rhode Island,Providence city,"Providence city, Rhode Island",2014,179142,4879.0,2965.0,37420,749.0
Rhode Island,Warwick city,"Warwick city, Rhode Island",2014,81964,,1172.0,64455,978.0
South Carolina,Charleston city,"Charleston city, South Carolina",2014,130750,3714.0,482.0,56196,899.0
South Carolina,Columbia city,"Columbia city, South Carolina",2014,131758,2588.0,644.0,40356,671.0
South Carolina,Mount Pleasant town,"Mount Pleasant town, South Carolina",2014,77787,,172.0,82358,1190.0
South Carolina,North Charleston city,"North Charleston city, South Carolina",2014,107972,1080.0,502.0,38472,708.0
South Carolina,Rock Hill city,"Rock Hill city, South Carolina",2014,69967,,247.0,38746,665.0
South Dakota,Rapid City city,"Rapid City city, South Dakota",2014,72642,,434.0,43961,697.0
South Dakota,Sioux Falls city,"Sioux Falls city, South Dakota",2014,168604,2018.0,2407.0,54360,638.0
Tennessee,Chattanooga city,"Chattanooga city, Tennessee",2014,173778,3449.0,3875.0,41456,603.0
Tennessee,Clarksville city,"Clarksville city, Tennessee",2014,146814,1164.0,1629.0,48347,691.0
Tennessee,Franklin city,"Franklin city, Tennessee",2014,70613,,264.0,80536,1132.0
Tennessee,Jackson city,"Jackson city, Tennessee",2014,67308,,1171.0,39478,519.0
Tennessee,Johnson City city,"Johnson City city, Tennessee",2014,65820,,410.0,36154,562.0
Tennessee,Knoxville city,"Knoxville city, Tennessee",2014,184292,2838.0,3195.0,31048,585.0
Tennessee,Memphis city,"Memphis city, Tennessee",2014,656876,6327.0,6136.0,34704,624.0
Tennessee,Murfreesboro city,"Murfreesboro city, Tennessee",2014,120960,,1648.0,49455,775.0
Tennessee,Nashville-Davidson metropolitan government (balance),"Nashville-Davidson metropolitan government (balance), Tennessee",2014,644008,16934.0,16904.0,47211,737.0
Texas,Abilene city,"Abilene city, Texas",2014,120176,2422.0,542.0,43198,626.0
Texas,Allen city,"Allen city, Texas",2014,94170,,238.0,102466,1082.0
Texas,Amarillo city,"Amarillo city, Texas",2014,200246,1968.0,688.0,50003,645.0
Texas,Arlington city,"Arlington city, Texas",2014,383202,7302.0,1765.0,52141,719.0
Texas,Atascocita CDP,"Atascocita CDP, Texas",2014,73017,,135.0,87449,1050.0
Texas,Austin city,"Austin city, Texas",2014,912798,35450.0,4306.0,58458,913.0
Texas,Baytown city,"Baytown city, Texas",2014,75670,,681.0,48742,676.0
Texas,Beaumont city,"Beaumont city, Texas",2014,117576,,281.0,40113,587.0
Texas,Brownsville city,"Brownsville city, Texas",2014,183016,2014.0,1272.0,32377,503.0
Texas,Bryan city,"Bryan city, Texas",2014,80916,,582.0,43181,624.0
Texas,Carrollton city,"Carrollton city, Texas",2014,128342,3198.0,673.0,69505,859.0
Texas,College Station city,"College Station city, Texas",2014,103486,925.0,309.0,36362,768.0
Texas,Conroe city,"Conroe city, Texas",2014,65873,,251.0,47309,758.0
Texas,Corpus Christi city,"Corpus Christi city, Texas",2014,320431,2270.0,2215.0,52066,749.0
Texas,Dallas city,"Dallas city, Texas",2014,1281031,25130.0,6755.0,43003,724.0
Texas,Denton city,"Denton city, Texas",2014,128200,1990.0,633.0,47052,764.0
Texas,Edinburg city,"Edinburg city, Texas",2014,83017,,526.0,42015,538.0
Texas,El Paso city,"El Paso city, Texas",2014,679024,8317.0,7643.0,41221,645.0
Texas,Flower Mound town,"Flower Mound town, Texas",2014,69419,,157.0,125378,1241.0
Texas,Fort Worth city,"Fort Worth city, Texas",2014,812553,12278.0,3328.0,52273,718.0
Texas,Frisco city,"Frisco city, Texas",2014,145038,,176.0,115603,1055.0
Texas,Garland city,"Garland city, Texas",2014,235597,2833.0,1405.0,53675,794.0
Texas,Grand Prairie city,"Grand Prairie city, Texas",2014,185415,3159.0,839.0,57455,765.0
Texas,Harlingen city,"Harlingen city, Texas",2014,65914,,758.0,33584,560.0
Texas,Houston city,"Houston city, Texas",2014,2240796,32487.0,11207.0,45460,733.0
Texas,Irving city,"Irving city, Texas",2014,232413,4498.0,4015.0,48042,792.0
Texas,Killeen city,"Killeen city, Texas",2014,138143,,796.0,51274,705.0
Texas,Laredo city,"Laredo city, Texas",2014,253747,2298.0,1381.0,39501,593.0
Texas,League City city,"League City city, Texas",2014,94287,,0.0,98578,1080.0
Texas,Lewisville city,"Lewisville city, Texas",2014,102283,,277.0,55274,865.0
Texas,Longview city,"Longview city, Texas",2014,84313,,512.0,47612,630.0
Texas,Lubbock city,"Lubbock city, Texas",2014,243843,3734.0,754.0,44167,654.0
Texas,McAllen city,"McAllen city, Texas",2014,138584,,717.0,48929,580.0
Texas,McKinney city,"McKinney city, Texas",2014,156753,,490.0,79346,894.0
Texas,Mesquite city,"Mesquite city, Texas",2014,144289,1145.0,767.0,51936,795.0
Texas,Midland city,"Midland city, Texas",2014,128037,,706.0,79904,1089.0
Texas,Mission city,"Mission city, Texas",2014,82429,,113.0,44684,617.0
Texas,Missouri City city,"Missouri City city, Texas",2014,75128,,131.0,90990,1143.0
Texas,New Braunfels city,"New Braunfels city, Texas",2014,65714,,116.0,62628,847.0
Texas,North Richland Hills city,"North Richland Hills city, Texas",2014,68527,,365.0,62149,832.0
Texas,Odessa city,"Odessa city, Texas",2014,116394,,1084.0,63424,948.0
Texas,Pasadena city,"Pasadena city, Texas",2014,153914,,552.0,48894,698.0
Texas,Pearland city,"Pearland city, Texas",2014,104759,,96.0,101211,1068.0
Texas,Pharr city,"Pharr city, Texas",2014,75381,,420.0,37454,581.0
Texas,Plano city,"Plano city, Texas",2014,277910,11280.0,692.0,81571,988.0
Texas,Richardson city,"Richardson city, Texas",2014,108609,4851.0,89.0,71999,985.0
Texas,Round Rock city,"Round Rock city, Texas",2014,112196,,624.0,73098,880.0
Texas,San Angelo city,"San Angelo city, Texas",2014,97207,,198.0,41495,638.0
Texas,San Antonio city,"San Antonio city, Texas",2014,1436723,22275.0,8164.0,45339,725.0
Texas,Sugar Land city,"Sugar Land city, Texas",2014,86775,,167.0,115069,1364.0
Texas,Temple city,"Temple city, Texas",2014,70785,,1544.0,45691,676.0
Texas,The Woodlands CDP,"The Woodlands CDP, Texas",2014,102764,,139.0,101498,1207.0
Texas,Tyler city,"Tyler city, Texas",2014,101436,,269.0,39783,669.0
Texas,Victoria city,"Victoria city, Texas",2014,66098,,212.0,44367,661.0
Texas,Waco city,"Waco city, Texas",2014,130191,2188.0,615.0,32306,602.0
Texas,Wichita Falls city,"Wichita Falls city, Texas",2014,105107,,744.0,41183,593.0
Utah,Layton city,"Layton city, Utah",2014,72223,,228.0,65504,766.0
Utah,Millcreek CDP,"Millcreek CDP, Utah",2014,65203,,748.0,55147,808.0
Utah,Ogden city,"Ogden city, Utah",2014,84325,1643.0,607.0,41891,618.0
Utah,Orem city,"Orem city, Utah",2014,91781,1583.0,425.0,56843,824.0
Utah,Provo city,"Provo city, Utah",2014,114807,2876.0,350.0,42113,665.0
Utah,Salt Lake City city,"Salt Lake City city, Utah",2014,190873,5044.0,1707.0,46711,751.0
Utah,Sandy city,"Sandy city, Utah",2014,91135,2790.0,327.0,83399,1001.0
Utah,St. George city,"St. George city, Utah",2014,78509,,552.0,48306,745.0
Utah,West Jordan city,"West Jordan city, Utah",2014,110917,2732.0,387.0,67453,941.0
Utah,West Valley City city,"West Valley City city, Utah",2014,134492,1390.0,584.0,56037,825.0
Virginia,Alexandria city,"Alexandria city, Virginia",2014,150575,5213.0,843.0,86809,1428.0
Virginia,Arlington CDP,"Arlington CDP, Virginia",2014,226908,10600.0,1169.0,109266,1818.0
Virginia,Centreville CDP,"Centreville CDP, Virginia",2014,77618,,97.0,102331,1522.0
Virginia,Chesapeake city,"Chesapeake city, Virginia",2014,233371,,1398.0,66712,905.0
Virginia,Dale City CDP,"Dale City CDP, Virginia",2014,73809,,469.0,74219,1355.0
Virginia,Hampton city,"Hampton city, Virginia",2014,136879,1861.0,1326.0,47312,847.0
Virginia,Lynchburg city,"Lynchburg city, Virginia",2014,79047,,1069.0,40594,647.0
Virginia,Newport News city,"Newport News city, Virginia",2014,182965,2034.0,1593.0,49602,794.0
Virginia,Norfolk city,"Norfolk city, Virginia",2014,245428,3301.0,2183.0,43186,785.0
Virginia,Portsmouth city,"Portsmouth city, Virginia",2014,96004,,1990.0,44905,788.0
Virginia,Richmond city,"Richmond city, Virginia",2014,217853,3674.0,2363.0,43054,752.0
Virginia,Roanoke city,"Roanoke city, Virginia",2014,99428,563.0,1326.0,41697,617.0
Virginia,Suffolk city,"Suffolk city, Virginia",2014,86806,,2697.0,62079,771.0
Virginia,Virginia Beach city,"Virginia Beach city, Virginia",2014,450980,7494.0,3522.0,68816,1033.0
Washington,Auburn city,"Auburn city, Washington",2014,78769,1606.0,1525.0,61579,883.0
Washington,Bellevue city,"Bellevue city, Washington",2014,136426,,858.0,95146,1442.0
Washington,Bellingham city,"Bellingham city, Washington",2014,83363,2342.0,841.0,41879,823.0
Washington,Everett city,"Everett city, Washington",2014,106741,3489.0,2139.0,49782,899.0
Washington,Federal Way city,"Federal Way city, Washington",2014,93428,,1430.0,52440,926.0
Washington,Kennewick city,"Kennewick city, Washington",2014,77424,,1261.0,50065,737.0
Washington,Kent city,"Kent city, Washington",2014,125547,1478.0,1680.0,62302,885.0
Washington,Kirkland city,"Kirkland city, Washington",2014,85778,,1038.0,94332,1417.0
Washington,Marysville city,"Marysville city, Washington",2014,65088,,952.0,60629,997.0
Washington,Pasco city,"Pasco city, Washington",2014,69807,,616.0,54273,756.0
Washington,Renton city,"Renton city, Washington",2014,98382,2449.0,1065.0,67626,1059.0
Washington,Seattle city,"Seattle city, Washington",2014,668337,27284.0,6933.0,70975,1124.0
Washington,Spokane Valley city,"Spokane Valley city, Washington",2014,91733,,1939.0,45776,733.0
Washington,Spokane city,"Spokane city, Washington",2014,212067,4531.0,5040.0,43694,667.0
Washington,Tacoma city,"Tacoma city, Washington",2014,205153,3020.0,3977.0,51953,810.0
Washington,Vancouver city,"Vancouver city, Washington",2014,169303,3748.0,2885.0,51478,837.0
Washington,Yakima city,"Yakima city, Washington",2014,93355,,2095.0,42091,647.0
Wisconsin,Appleton city,"Appleton city, Wisconsin",2014,72654,,1084.0,54044,581.0
Wisconsin,Eau Claire city,"Eau Claire city, Wisconsin",2014,68207,,974.0,41173,633.0
Wisconsin,Green Bay city,"Green Bay city, Wisconsin",2014,104893,1558.0,1406.0,43738,562.0
Wisconsin,Kenosha city,"Kenosha city, Wisconsin",2014,99898,1055.0,1286.0,50630,716.0
Wisconsin,Madison city,"Madison city, Wisconsin",2014,245674,5419.0,1901.0,55829,844.0
Wisconsin,Milwaukee city,"Milwaukee city, Wisconsin",2014,599653,8136.0,8647.0,35049,657.0
Wisconsin,Oshkosh city,"Oshkosh city, Wisconsin",2014,66631,,1080.0,41189,574.0
Wisconsin,Racine city,"Racine city, Wisconsin",2014,78054,1168.0,2632.0,40378,621.0
Wisconsin,Waukesha city,"Waukesha city, Wisconsin",2014,71482,,466.0,57179,768.0
Alabama,Birmingham city,"Birmingham city, Alabama",2015,214911,1549.0,2306.0,32378,548.0
Alabama,Dothan city,"Dothan city, Alabama",2015,67536,,354.0,44208,529.0
Alabama,Hoover city,"Hoover city, Alabama",2015,84839,,170.0,77365,850.0
Alabama,Huntsville city,"Huntsville city, Alabama",2015,189114,,1684.0,46769,594.0
Alabama,Mobile city,"Mobile city, Alabama",2015,194305,3549.0,930.0,38678,607.0
Alabama,Montgomery city,"Montgomery city, Alabama",2015,200586,,1989.0,41836,640.0
Alabama,Tuscaloosa city,"Tuscaloosa city, Alabama",2015,98338,,1849.0,44125,642.0
Alaska,Anchorage municipality,"Anchorage municipality, Alaska",2015,298695,5748.0,5973.0,78662,1156.0
Arizona,Avondale city,"Avondale city, Arizona",2015,80683,,447.0,54686,914.0
Arizona,Casas Adobes CDP,"Casas Adobes CDP, Arizona",2015,65265,,465.0,54766,870.0
Arizona,Chandler city,"Chandler city, Arizona",2015,260833,9276.0,1390.0,75562,986.0
Arizona,Flagstaff city,"Flagstaff city, Arizona",2015,70317,,317.0,51616,1027.0
Arizona,Gilbert town,"Gilbert town, Arizona",2015,247523,9236.0,655.0,86045,1137.0
Arizona,Glendale city,"Glendale city, Arizona",2015,240114,4357.0,1836.0,45812,740.0
Arizona,Goodyear city,"Goodyear city, Arizona",2015,79003,,325.0,73164,976.0
Arizona,Mesa city,"Mesa city, Arizona",2015,471833,12489.0,3538.0,49177,755.0
Arizona,Peoria city,"Peoria city, Arizona",2015,171242,4376.0,1025.0,66308,928.0
Arizona,Phoenix city,"Phoenix city, Arizona",2015,1563001,38167.0,10171.0,48452,778.0
Arizona,San Tan Valley CDP,"San Tan Valley CDP, Arizona",2015,82797,,477.0,61441,914.0
Arizona,Scottsdale city,"Scottsdale city, Arizona",2015,236844,,725.0,75346,1040.0
Arizona,Surprise city,"Surprise city, Arizona",2015,128442,,1015.0,65688,954.0
Arizona,Tempe city,"Tempe city, Arizona",2015,175826,3662.0,1707.0,51688,876.0
Arizona,Tucson city,"Tucson city, Arizona",2015,531674,7990.0,5267.0,38155,654.0
Arizona,Yuma city,"Yuma city, Arizona",2015,94145,,619.0,43663,649.0
Arkansas,Fayetteville city,"Fayetteville city, Arkansas",2015,82832,,266.0,39546,550.0
Arkansas,Fort Smith city,"Fort Smith city, Arkansas",2015,88195,,876.0,33534,470.0
Arkansas,Jonesboro city,"Jonesboro city, Arkansas",2015,73906,,435.0,38094,597.0
Arkansas,Little Rock city,"Little Rock city, Arkansas",2015,197986,2237.0,1773.0,44251,664.0
Arkansas,North Little Rock city,"North Little Rock city, Arkansas",2015,66506,,651.0,39686,656.0
Arkansas,Springdale city,"Springdale city, Arkansas",2015,80454,,80.0,48953,560.0
California,Alameda city,"Alameda city, California",2015,78614,3623.0,551.0,92225,1466.0
California,Alhambra city,"Alhambra city, California",2015,85572,2063.0,633.0,51641,1141.0
California,Anaheim city,"Anaheim city, California",2015,350738,4985.0,2441.0,63104,1273.0
California,Antioch city,"Antioch city, California",2015,110542,,2561.0,68800,1356.0
California,Apple Valley town,"Apple Valley town, California",2015,72185,,1518.0,44498,764.0
California,Arden-Arcade CDP,"Arden-Arcade CDP, California",2015,96276,1630.0,1604.0,46720,789.0
California,Bakersfield city,"Bakersfield city, California",2015,373627,4961.0,5607.0,61039,835.0
California,Baldwin Park city,"Baldwin Park city, California",2015,77056,,1187.0,47502,1232.0
California,Bellflower city,"Bellflower city, California",2015,78434,664.0,743.0,50692,1145.0
California,Berkeley city,"Berkeley city, California",2015,120971,7477.0,764.0,73462,1423.0
California,Buena Park city,"Buena Park city, California",2015,83264,,1246.0,68656,1380.0
California,Burbank city,"Burbank city, California",2015,105314,,926.0,70816,1396.0
California,Camarillo city,"Camarillo city, California",2015,67623,,560.0,85495,1646.0
California,Carlsbad city,"Carlsbad city, California",2015,113466,,256.0,96346,1868.0
California,Carmichael CDP,"Carmichael CDP, California",2015,63215,,1385.0,51844,847.0
California,Carson city,"Carson city, California",2015,93296,638.0,889.0,77162,1291.0
California,Chico city,"Chico city, California",2015,90336,1949.0,1346.0,45598,881.0
California,Chino Hills city,"Chino Hills city, California",2015,78313,,380.0,102890,1775.0
California,Chino city,"Chino city, California",2015,85599,,230.0,72155,1349.0
California,Chula Vista city,"Chula Vista city, California",2015,265754,6008.0,1937.0,66868,1297.0
California,Citrus Heights city,"Citrus Heights city, California",2015,87053,,1932.0,49808,892.0
California,Clovis city,"Clovis city, California",2015,104172,,1325.0,62863,917.0
California,Compton city,"Compton city, California",2015,98448,,2349.0,45676,1014.0
California,Concord city,"Concord city, California",2015,128668,3459.0,1893.0,72114,1269.0
California,Corona city,"Corona city, California",2015,164242,5824.0,1379.0,71291,1269.0
California,Costa Mesa city,"Costa Mesa city, California",2015,113186,,823.0,72128,1552.0
California,Daly City city,"Daly City city, California",2015,106574,1634.0,967.0,81355,1838.0
California,Davis city,"Davis city, California",2015,67656,2562.0,532.0,58176,1261.0
California,Downey city,"Downey city, California",2015,114211,2909.0,1237.0,69860,1196.0
California,East Los Angeles CDP,"East Los Angeles CDP, California",2015,119666,736.0,1750.0,41220,955.0
California,El Cajon city,"El Cajon city, California",2015,103688,1636.0,3176.0,49227,1128.0
California,El Monte city,"El Monte city, California",2015,116745,,1559.0,41632,1073.0
California,Elk Grove city,"Elk Grove city, California",2015,166890,3935.0,1662.0,84454,1362.0
California,Escondido city,"Escondido city, California",2015,151458,2313.0,1458.0,54284,1146.0
California,Fairfield city,"Fairfield city, California",2015,112972,1852.0,1417.0,70776,1170.0
California,Florence-Graham CDP,"Florence-Graham CDP, California",2015,66359,844.0,1131.0,40310,1005.0
California,Folsom city,"Folsom city, California",2015,76368,,403.0,105278,1359.0
California,Fontana city,"Fontana city, California",2015,207472,5384.0,1728.0,64297,1065.0
California,Fremont city,"Fremont city, California",2015,232191,4448.0,2732.0,112263,1859.0
California,Fresno city,"Fresno city, California",2015,520072,8310.0,14756.0,43494,770.0
California,Fullerton city,"Fullerton city, California",2015,140849,2695.0,938.0,68801,1314.0
California,Garden Grove city,"Garden Grove city, California",2015,175384,2385.0,1201.0,58123,1306.0
California,Glendale city,"Glendale city, California",2015,201025,6471.0,4258.0,58076,1250.0
California,Hawthorne city,"Hawthorne city, California",2015,88444,,1276.0,41933,1044.0
California,Hayward city,"Hayward city, California",2015,158300,2133.0,3376.0,74723,1433.0
California,Hemet city,"Hemet city, California",2015,83873,,2281.0,36334,845.0
California,Hesperia city,"Hesperia city, California",2015,93286,,2687.0,46169,908.0
California,Huntington Beach city,"Huntington Beach city, California",2015,201927,6434.0,1146.0,85778,1650.0
California,Indio city,"Indio city, California",2015,87526,,761.0,52343,885.0
California,Inglewood city,"Inglewood city, California",2015,111656,1504.0,1363.0,42122,1066.0
California,Irvine city,"Irvine city, California",2015,256927,8467.0,1446.0,93781,1967.0
California,Jurupa Valley city,"Jurupa Valley city, California",2015,100314,,1059.0,61042,971.0
California,Laguna Niguel city,"Laguna Niguel city, California",2015,65812,,426.0,86662,1866.0
California,Lake Forest city,"Lake Forest city, California",2015,82497,,490.0,87084,1662.0
California,Lakewood city,"Lakewood city, California",2015,81592,,260.0,82027,1396.0
California,Lancaster city,"Lancaster city, California",2015,161113,2236.0,2399.0,49729,937.0
California,Livermore city,"Livermore city, California",2015,88117,,874.0,110212,1719.0
California,Long Beach city,"Long Beach city, California",2015,474172,11998.0,7422.0,54971,1069.0
California,Los Angeles city,"Los Angeles city, California",2015,3971896,112415.0,52372.0,52024,1161.0
California,Lynwood city,"Lynwood city, California",2015,72005,721.0,1013.0,46241,986.0
California,Manteca city,"Manteca city, California",2015,75450,,1478.0,60716,1066.0
California,Menifee city,"Menifee city, California",2015,87163,,921.0,57204,1091.0
California,Merced city,"Merced city, California",2015,82440,,3436.0,34321,758.0
