State,County,Name,Year,Total Population,Total Worked from Home,Total With Public Assistance,Median Household Income,Median Rent
Mississippi,Harrison County,"Harrison County, Mississippi",2005,186530,,3037,39803,531
Mississippi,Hinds County,"Hinds County, Mississippi",2005,239901,,2784,35387,495
Mississippi,Jackson County,"Jackson County, Mississippi",2005,134249,,2614,41484,446
Mississippi,Jones County,"Jones County, Mississippi",2005,66425,,366,30088,324
Mississippi,Lauderdale County,"Lauderdale County, Mississippi",2005,73647,,649,31177,372
Mississippi,Lee County,"Lee County, Mississippi",2005,77438,,460,34135,392
Mississippi,Madison County,"Madison County, Mississippi",2005,82071,,285,51473,612
Mississippi,Rankin County,"Rankin County, Mississippi",2005,126569,,574,49103,587
Missouri,Boone County,"Boone County, Missouri",2005,134391,,1480,39453,511
Missouri,Buchanan County,"Buchanan County, Missouri",2005,80196,,1353,34793,405
Missouri,Cape Girardeau County,"Cape Girardeau County, Missouri",2005,67757,,847,39017,398
Missouri,Cass County,"Cass County, Missouri",2005,93266,,1401,55582,562
Missouri,Christian County,"Christian County, Missouri",2005,66663,,792,46595,483
Missouri,Clay County,"Clay County, Missouri",2005,199158,,1855,53762,576
Missouri,Cole County,"Cole County, Missouri",2005,67706,,237,45764,377
Missouri,Franklin County,"Franklin County, Missouri",2005,98086,,1128,46185,458
Missouri,Greene County,"Greene County, Missouri",2005,238898,3941.0,1693,36494,464
Missouri,Jackson County,"Jackson County, Missouri",2005,651181,10274.0,8872,43386,526
Missouri,Jasper County,"Jasper County, Missouri",2005,107992,,2171,32732,400
Missouri,Jefferson County,"Jefferson County, Missouri",2005,211639,,1092,50850,484
Missouri,Platte County,"Platte County, Missouri",2005,81241,,262,60595,589
Missouri,St. Charles County,"St. Charles County, Missouri",2005,326152,,1234,63132,653
Missouri,St. Louis County,"St. Louis County, Missouri",2005,985393,15559.0,6298,54268,592
Missouri,St. Louis city,"St. Louis city, Missouri",2005,333730,,5045,30874,438
Montana,Cascade County,"Cascade County, Montana",2005,77462,,322,38925,419
Montana,Flathead County,"Flathead County, Montana",2005,82027,,327,39942,512
Montana,Gallatin County,"Gallatin County, Montana",2005,77543,,970,45987,618
Montana,Missoula County,"Missoula County, Montana",2005,96467,,1249,42612,551
Montana,Yellowstone County,"Yellowstone County, Montana",2005,133762,,1246,41084,475
Nebraska,Douglas County,"Douglas County, Nebraska",2005,474913,7958.0,6499,45794,536
Nebraska,Lancaster County,"Lancaster County, Nebraska",2005,252319,4021.0,4014,47039,526
Nebraska,Sarpy County,"Sarpy County, Nebraska",2005,137891,,643,59816,603
Nevada,Clark County,"Clark County, Nevada",2005,1691213,19981.0,11195,49571,772
Nevada,Washoe County,"Washoe County, Nevada",2005,384462,9028.0,2781,48865,716
New Hampshire,Cheshire County,"Cheshire County, New Hampshire",2005,73019,,604,53868,701
New Hampshire,Grafton County,"Grafton County, New Hampshire",2005,77887,,1032,46564,623
New Hampshire,Hillsborough County,"Hillsborough County, New Hampshire",2005,393207,8747.0,4172,60913,835
New Hampshire,Merrimack County,"Merrimack County, New Hampshire",2005,140311,,695,53432,687
New Hampshire,Rockingham County,"Rockingham County, New Hampshire",2005,292410,,2548,66190,853
New Hampshire,Strafford County,"Strafford County, New Hampshire",2005,113300,,1682,53094,769
New Jersey,Atlantic County,"Atlantic County, New Jersey",2005,264403,,2846,50377,750
New Jersey,Bergen County,"Bergen County, New Jersey",2005,891237,16480.0,2949,71394,994
New Jersey,Burlington County,"Burlington County, New Jersey",2005,436706,8687.0,3080,69042,809
New Jersey,Camden County,"Camden County, New Jersey",2005,507843,6264.0,6576,53511,661
New Jersey,Cape May County,"Cape May County, New Jersey",2005,96630,,606,51744,711
New Jersey,Cumberland County,"Cumberland County, New Jersey",2005,139968,,2121,46064,579
New Jersey,Essex County,"Essex County, New Jersey",2005,769628,10467.0,11696,49460,768
New Jersey,Gloucester County,"Gloucester County, New Jersey",2005,271709,,1221,64484,687
New Jersey,Hudson County,"Hudson County, New Jersey",2005,594071,3950.0,7516,44440,822
New Jersey,Hunterdon County,"Hunterdon County, New Jersey",2005,126116,,358,93342,955
New Jersey,Mercer County,"Mercer County, New Jersey",2005,345118,5316.0,2826,64657,809
New Jersey,Middlesex County,"Middlesex County, New Jersey",2005,768696,8319.0,3306,68080,936
New Jersey,Monmouth County,"Monmouth County, New Jersey",2005,625874,11064.0,3198,74798,892
New Jersey,Morris County,"Morris County, New Jersey",2005,481139,9843.0,1542,84010,1007
New Jersey,Ocean County,"Ocean County, New Jersey",2005,550447,7892.0,4767,52065,895
New Jersey,Passaic County,"Passaic County, New Jersey",2005,487756,3351.0,4157,51016,836
New Jersey,Salem County,"Salem County, New Jersey",2005,65124,,519,53139,641
New Jersey,Somerset County,"Somerset County, New Jersey",2005,314960,5842.0,605,88532,961
New Jersey,Sussex County,"Sussex County, New Jersey",2005,151443,,1073,74420,867
New Jersey,Union County,"Union County, New Jersey",2005,523649,5581.0,2945,62591,846
New Jersey,Warren County,"Warren County, New Jersey",2005,108910,,1210,60825,697
New Mexico,Bernalillo County,"Bernalillo County, New Mexico",2005,592570,10408.0,7230,42540,553
New Mexico,Dona Ana County,"Dona Ana County, New Mexico",2005,184089,,2340,29630,439
New Mexico,McKinley County,"McKinley County, New Mexico",2005,71059,,1363,28721,312
New Mexico,San Juan County,"San Juan County, New Mexico",2005,124994,,940,36047,501
New Mexico,Sandoval County,"Sandoval County, New Mexico",2005,106765,,889,47330,709
New Mexico,Santa Fe County,"Santa Fe County, New Mexico",2005,137758,4704.0,637,45304,716
New Mexico,Valencia County,"Valencia County, New Mexico",2005,67135,,995,40379,518
New York,Albany County,"Albany County, New York",2005,280570,,2568,50054,611
New York,Bronx County,"Bronx County, New York",2005,1309640,14695.0,48215,29228,692
New York,Broome County,"Broome County, New York",2005,186680,,2209,36394,438
New York,Cattaraugus County,"Cattaraugus County, New York",2005,79201,,965,37580,387
New York,Cayuga County,"Cayuga County, New York",2005,77016,,386,42057,439
New York,Chautauqua County,"Chautauqua County, New York",2005,129887,,1204,35495,361
New York,Chemung County,"Chemung County, New York",2005,84117,,1989,37418,435
New York,Clinton County,"Clinton County, New York",2005,75053,,910,44757,507
New York,Dutchess County,"Dutchess County, New York",2005,276889,5541.0,1655,61889,842
New York,Erie County,"Erie County, New York",2005,898981,11745.0,10898,41967,468
New York,Jefferson County,"Jefferson County, New York",2005,107710,,806,41011,442
New York,Kings County,"Kings County, New York",2005,2446016,32984.0,51025,37332,788
New York,Madison County,"Madison County, New York",2005,65407,,201,45298,470
New York,Monroe County,"Monroe County, New York",2005,704993,7925.0,9094,45748,594
New York,Nassau County,"Nassau County, New York",2005,1310076,17642.0,4893,80293,1140
New York,New York County,"New York County, New York",2005,1529774,46506.0,24531,55973,949
New York,Niagara County,"Niagara County, New York",2005,212573,,3191,44172,444
New York,Oneida County,"Oneida County, New York",2005,219249,,4502,37658,426
New York,Onondaga County,"Onondaga County, New York",2005,444328,5285.0,5226,45239,535
New York,Ontario County,"Ontario County, New York",2005,101340,,829,47242,530
New York,Orange County,"Orange County, New York",2005,359089,4147.0,1980,62951,799
New York,Oswego County,"Oswego County, New York",2005,118560,,599,42731,440
New York,Putnam County,"Putnam County, New York",2005,98303,,196,81076,1108
New York,Queens County,"Queens County, New York",2005,2215339,25459.0,19454,48093,942
New York,Rensselaer County,"Rensselaer County, New York",2005,150163,,1809,47689,529
New York,Richmond County,"Richmond County, New York",2005,455344,3995.0,5329,63023,864
New York,Rockland County,"Rockland County, New York",2005,285088,5013.0,1187,78649,960
New York,Saratoga County,"Saratoga County, New York",2005,210554,,1833,59651,634
New York,Schenectady County,"Schenectady County, New York",2005,144344,,1620,45212,539
New York,St. Lawrence County,"St. Lawrence County, New York",2005,100042,,1290,37542,432
New York,Steuben County,"Steuben County, New York",2005,97041,,1296,38635,407
New York,Suffolk County,"Suffolk County, New York",2005,1444642,22475.0,4995,77109,1153
New York,Sullivan County,"Sullivan County, New York",2005,71914,,507,48210,578
New York,Tompkins County,"Tompkins County, New York",2005,87080,,1105,43306,680
New York,Ulster County,"Ulster County, New York",2005,170938,4525.0,1443,50837,732
New York,Warren County,"Warren County, New York",2005,64276,,438,49097,570
New York,Wayne County,"Wayne County, New York",2005,91951,,1245,50085,462
New York,Westchester County,"Westchester County, New York",2005,915916,24560.0,6990,71800,970
North Carolina,Alamance County,"Alamance County, North Carolina",2005,136552,,1138,40365,494
North Carolina,Brunswick County,"Brunswick County, North Carolina",2005,88396,,740,36946,501
North Carolina,Buncombe County,"Buncombe County, North Carolina",2005,211759,,1871,40513,534
North Carolina,Burke County,"Burke County, North Carolina",2005,85727,,323,32963,403
North Carolina,Cabarrus County,"Cabarrus County, North Carolina",2005,147939,,358,49997,529
North Carolina,Caldwell County,"Caldwell County, North Carolina",2005,77918,,296,37260,402
North Carolina,Catawba County,"Catawba County, North Carolina",2005,149294,,832,39279,443
North Carolina,Cleveland County,"Cleveland County, North Carolina",2005,95778,,1379,34628,406
North Carolina,Craven County,"Craven County, North Carolina",2005,86369,,569,41428,422
North Carolina,Cumberland County,"Cumberland County, North Carolina",2005,284231,,3239,39126,568
North Carolina,Davidson County,"Davidson County, North Carolina",2005,152670,,517,39680,412
North Carolina,Durham County,"Durham County, North Carolina",2005,232573,,1294,44941,633
North Carolina,Forsyth County,"Forsyth County, North Carolina",2005,315856,,2441,45046,503
North Carolina,Gaston County,"Gaston County, North Carolina",2005,193162,,1476,35247,467
North Carolina,Guilford County,"Guilford County, North Carolina",2005,429603,7802.0,3609,42320,547
North Carolina,Harnett County,"Harnett County, North Carolina",2005,100634,,804,38142,432
North Carolina,Henderson County,"Henderson County, North Carolina",2005,95381,,879,37031,482
North Carolina,Iredell County,"Iredell County, North Carolina",2005,139249,,542,44200,538
North Carolina,Johnston County,"Johnston County, North Carolina",2005,144621,,562,45208,451
North Carolina,Lincoln County,"Lincoln County, North Carolina",2005,68947,,413,45001,420
North Carolina,Mecklenburg County,"Mecklenburg County, North Carolina",2005,780618,16246.0,5859,50215,617
North Carolina,Moore County,"Moore County, North Carolina",2005,79938,,391,37440,450
North Carolina,Nash County,"Nash County, North Carolina",2005,89157,,464,38957,387
North Carolina,New Hanover County,"New Hanover County, North Carolina",2005,174861,,1804,44793,617
North Carolina,Onslow County,"Onslow County, North Carolina",2005,125251,,1459,41242,530
North Carolina,Orange County,"Orange County, North Carolina",2005,108104,,773,43978,599
North Carolina,Pitt County,"Pitt County, North Carolina",2005,136271,,696,31979,412
North Carolina,Randolph County,"Randolph County, North Carolina",2005,136953,,997,34502,417
North Carolina,Robeson County,"Robeson County, North Carolina",2005,123921,,1133,25107,315
North Carolina,Rockingham County,"Rockingham County, North Carolina",2005,91419,,1424,34860,406
North Carolina,Rowan County,"Rowan County, North Carolina",2005,130457,,896,39676,473
North Carolina,Surry County,"Surry County, North Carolina",2005,71330,,463,33954,334
North Carolina,Union County,"Union County, North Carolina",2005,161127,,470,50072,588
North Carolina,Wake County,"Wake County, North Carolina",2005,730138,19259.0,3586,57284,630
North Carolina,Wayne County,"Wayne County, North Carolina",2005,109615,,746,35928,378
North Carolina,Wilkes County,"Wilkes County, North Carolina",2005,66492,,350,33257,385
North Carolina,Wilson County,"Wilson County, North Carolina",2005,74480,,846,35033,368
North Dakota,Burleigh County,"Burleigh County, North Dakota",2005,71020,,405,44830,450
North Dakota,Cass County,"Cass County, North Dakota",2005,126098,,1098,43810,495
North Dakota,Grand Forks County,"Grand Forks County, North Dakota",2005,59320,,376,42099,486
Ohio,Allen County,"Allen County, Ohio",2005,101619,,748,41712,408
Ohio,Ashtabula County,"Ashtabula County, Ohio",2005,101082,,958,36611,424
Ohio,Belmont County,"Belmont County, Ohio",2005,65833,,1200,34628,342
Ohio,Butler County,"Butler County, Ohio",2005,339309,,3076,50140,537
Ohio,Clark County,"Clark County, Ohio",2005,139053,,2847,39319,429
Ohio,Clermont County,"Clermont County, Ohio",2005,189124,,895,50845,567
Ohio,Columbiana County,"Columbiana County, Ohio",2005,107164,,1052,36969,395
Ohio,Cuyahoga County,"Cuyahoga County, Ohio",2005,1305166,14840.0,20177,39752,533
Ohio,Delaware County,"Delaware County, Ohio",2005,147601,,518,75767,573
Ohio,Erie County,"Erie County, Ohio",2005,76797,,858,40627,488
Ohio,Fairfield County,"Fairfield County, Ohio",2005,135828,,635,51044,516
Ohio,Franklin County,"Franklin County, Ohio",2005,1068080,16830.0,11183,45410,568
Ohio,Geauga County,"Geauga County, Ohio",2005,94171,,467,69890,592
Ohio,Greene County,"Greene County, Ohio",2005,143218,,1027,56659,613
Ohio,Hamilton County,"Hamilton County, Ohio",2005,786982,14596.0,7766,43933,503
Ohio,Hancock County,"Hancock County, Ohio",2005,71503,,236,45117,476
Ohio,Jefferson County,"Jefferson County, Ohio",2005,68436,,890,34442,336
Ohio,Lake County,"Lake County, Ohio",2005,229566,,1310,48885,631
Ohio,Licking County,"Licking County, Ohio",2005,151499,,1024,49980,450
Ohio,Lorain County,"Lorain County, Ohio",2005,287985,,2777,47913,493
Ohio,Lucas County,"Lucas County, Ohio",2005,437901,4297.0,8275,40348,459
Ohio,Mahoning County,"Mahoning County, Ohio",2005,240774,,3898,36294,413
Ohio,Marion County,"Marion County, Ohio",2005,61031,,361,38129,416
Ohio,Medina County,"Medina County, Ohio",2005,165491,,947,62022,621
Ohio,Miami County,"Miami County, Ohio",2005,100220,,955,46136,473
Ohio,Montgomery County,"Montgomery County, Ohio",2005,531864,3891.0,8002,41004,496
Ohio,Muskingum County,"Muskingum County, Ohio",2005,83110,,1558,36870,368
Ohio,Portage County,"Portage County, Ohio",2005,147502,,471,46842,563
Ohio,Richland County,"Richland County, Ohio",2005,121365,,1017,39220,387
Ohio,Ross County,"Ross County, Ohio",2005,69435,,1337,36638,412
Ohio,Scioto County,"Scioto County, Ohio",2005,73403,,1000,28348,382
Ohio,Stark County,"Stark County, Ohio",2005,371677,,5952,42303,453
Ohio,Summit County,"Summit County, Ohio",2005,536957,,5152,43941,545
Ohio,Trumbull County,"Trumbull County, Ohio",2005,215254,,2082,40922,428
Ohio,Tuscarawas County,"Tuscarawas County, Ohio",2005,90781,,641,39411,397
Ohio,Warren County,"Warren County, Ohio",2005,190403,,1325,63580,616
Ohio,Wayne County,"Wayne County, Ohio",2005,110327,,627,44118,442
Ohio,Wood County,"Wood County, Ohio",2005,115904,,337,46893,491
Oklahoma,Canadian County,"Canadian County, Oklahoma",2005,96528,,1003,50527,487
Oklahoma,Cleveland County,"Cleveland County, Oklahoma",2005,215597,,2395,44955,519
Oklahoma,Comanche County,"Comanche County, Oklahoma",2005,102887,,1399,39883,426
Oklahoma,Creek County,"Creek County, Oklahoma",2005,68033,,920,36454,431
Oklahoma,Muskogee County,"Muskogee County, Oklahoma",2005,67312,,1563,31188,349
Oklahoma,Oklahoma County,"Oklahoma County, Oklahoma",2005,666904,9064.0,10212,37270,457
Oklahoma,Payne County,"Payne County, Oklahoma",2005,60771,,633,28952,415
Oklahoma,Pottawatomie County,"Pottawatomie County, Oklahoma",2005,65077,,1369,33974,345
Oklahoma,Rogers County,"Rogers County, Oklahoma",2005,79904,,250,49960,460
Oklahoma,Tulsa County,"Tulsa County, Oklahoma",2005,560431,7972.0,7991,40863,505
Oregon,Benton County,"Benton County, Oregon",2005,74075,,505,44231,585
Oregon,Clackamas County,"Clackamas County, Oregon",2005,365723,,3039,54480,673
Oregon,Deschutes County,"Deschutes County, Oregon",2005,140161,,1060,49163,687
Oregon,Douglas County,"Douglas County, Oregon",2005,102678,,843,36576,488
Oregon,Jackson County,"Jackson County, Oregon",2005,191465,,1917,41194,621
Oregon,Josephine County,"Josephine County, Oregon",2005,79751,,1332,34595,557
Oregon,Klamath County,"Klamath County, Oregon",2005,65178,,786,35901,470
